sample_num,speciesS,initialAs,N_EMS_11,time_to_infectious,time_to_symptoms,time_to_hospitalization,time_to_critical,time_to_death,time_to_detection,time_to_detection_As,time_to_detection_Sym,time_to_detection_Sys,recovery_time_asymp,recovery_time_mild,recovery_time_hosp,recovery_time_crit,fraction_symptomatic,fraction_severe,fraction_critical,cfr,reduced_inf_of_det_cases,d_Sys,d_As,d_P,d_Sys_incr1,d_Sys_incr2,d_Sys_incr3,d_Sys_incr4,d_Sys_incr5,d_Sys_incr6,d_Sys_incr7,fraction_critical_incr1,fraction_critical_incr2,fraction_critical_incr3,ki_multiplier_3a_EMS_11,ki_multiplier_3b_EMS_11,ki_multiplier_3c_EMS_11,ki_multiplier_4_EMS_11,ki_multiplier_5_EMS_11,ki_multiplier_time_4_EMS_11,ki_multiplier_time_5_EMS_11,ki_multiplier_6_EMS_11,ki_multiplier_7_EMS_11,ki_multiplier_time_6_EMS_11,ki_multiplier_time_7_EMS_11,ki_multiplier_8_EMS_11,ki_multiplier_time_8_EMS_11,d_Sym_EMS_11,d_Sym_change1_EMS_11,d_Sym_change2_EMS_11,d_Sym_change3_EMS_11,d_Sym_change4_EMS_11,d_Sym_change5_EMS_11,reopening_multiplier_4_EMS_11,d_Sym_ct1_EMS_11,Ki_EMS_11,time_infection_import_EMS_11,trigger_EMS_11,d_Sym_ct1,change_testDelay_As_1,change_testDelay_Sym_1,reduced_inf_of_det_cases_ct1,trigger_delay_days,initialAs_EMS_11,speciesS_EMS_11,Ki,startdate,ki_multiplier_time_3a,ki_multiplier_time_3b,ki_multiplier_time_3c,socialDistance_rollback_time,gradual_reopening_time1,gradual_reopening_time2,gradual_reopening_time3,gradual_reopening_time4,today,detection_time_1,detection_time_2,detection_time_3,detection_time_4,detection_time_5,detection_time_6,detection_time_7,crit_time_1,crit_time_2,crit_time_3,d_Sym_change_time_1,d_Sym_change_time_2,d_Sym_change_time_3,d_Sym_change_time_4,d_Sym_change_time_5,contact_tracing_start_1,contact_tracing_stop1,change_testDelay_time1,cfr_time_1,cfr_time_2,fraction_dead,fraction_hospitalized,scen_num,capacity_multiplier
31,12830632,10,2716921,4.309207623,2.651250683,3.296294617,5.443327196,5.341518032,2,3.895889853,7,2,7.250558693,9,5.637774857,9.010683237,0.630673674,0.075724152,0.244640833,0.029316375,0.261710411,0.013967884,0,0,0.071429745,0.182367376,0.308228385,0.370276314,0.451387599,0.716800771,0.861088519,0.171971497,0.100084303,0.057576968,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002115931,0.040632447,0.087907135,0.103370277,0.142539298,0.128042501,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.387146956,0.368212211,32,0
32,12830632,10,2716921,4.231941675,2.76752845,4.050611963,4.685161212,4.333464957,2,5.913519254,7,2,7.866598356,9,4.052602744,9.433085349,0.595336452,0.073039866,0.34326863,0.01135316,0.110034415,0.00014432,0,0,0.079483512,0.181498142,0.238817725,0.334628474,0.487259213,0.700069361,0.800940164,0.216992471,0.108638653,0.078165889,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000190319,0.019265006,0.092447532,0.137293823,0.28771792,0.311469623,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.155437854,0.501293516,33,0
33,12830632,10,2716921,3.575738252,2.793060789,4.596810037,4.393487343,5.522437181,2,5.549194234,7,2,7.301274866,9,4.479050737,9.449667242,0.51322188,0.060512618,0.290705531,0.013448634,0.071947342,0.000550221,0,0,0.042371874,0.105595786,0.265489007,0.415485137,0.514572834,0.696842251,0.815009124,0.202322948,0.118323462,0.050487752,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000474532,0.01730623,0.090576018,0.118331121,0.13480573,0.132294127,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.22224512,0.487049349,34,0
34,12830632,10,2716921,4.222738638,3.175591332,5.566618948,5.817800995,5.042699259,2,4.360993857,7,2,7.493473827,9,5.643593015,9.553570574,0.589089597,0.098444137,0.290099285,0.028239834,0.298988483,0.018150898,0,0,0.083011033,0.167767334,0.249929035,0.387005878,0.57286508,0.743466743,0.927014636,0.164189068,0.114765632,0.055466894,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002063084,0.012852322,0.089123816,0.156780213,0.122330247,0.158965394,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.28686151,0.423039205,35,0
35,12830632,10,2716921,3.494066367,3.395606206,5.152926212,4.468003415,4.739881608,2,3.213935202,7,2,9.395535049,9,4.593569774,8.628664063,0.546109828,0.095136254,0.292852185,0.028643273,0.035447667,0.007365275,0,0,0.067271251,0.130539619,0.227813521,0.383552551,0.501793795,0.660218051,0.820369105,0.184793849,0.072647782,0.053257326,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009179318,0.06424268,0.087891125,0.11172585,0.189354015,0.298106832,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.30107632,0.406071495,36,0
36,12830632,10,2716921,3.579023248,2.664596894,5.473317713,4.767898651,4.611120404,2,3.117977217,7,2,9.537794224,9,4.88859303,8.763497607,0.639277842,0.071660223,0.247799439,0.020845823,0.140676647,0.011820984,0,0,0.077453037,0.097734524,0.223817856,0.392301066,0.564734705,0.671917512,0.993158767,0.153695146,0.083922099,0.085179464,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003845461,0.021697205,0.098933538,0.133656739,0.295447925,0.300950853,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.290898105,0.461302455,37,0
37,12830632,10,2716921,3.525599856,3.239717089,3.452862872,5.374196412,4.832498691,2,2.564634671,7,2,8.119138405,9,4.438535585,9.880199458,0.508907863,0.086544708,0.316330076,0.029354401,0.055665111,0.010331579,0,0,0.084525514,0.172440702,0.234764608,0.41064201,0.533766038,0.753756112,0.827697625,0.140891243,0.102524723,0.050472385,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008104622,0.078825018,0.057083417,0.122944524,0.215963006,0.281874495,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.339181929,0.344487995,38,0
38,12830632,10,2716921,4.497985972,2.646867912,4.145322596,5.20032897,4.547051839,2,2.20181555,7,2,9.992744608,9,5.328139066,8.707730888,0.560570636,0.060043087,0.341237168,0.01507903,0.294831939,0.012437479,0,0,0.089359197,0.127378256,0.251347573,0.439324046,0.49563199,0.68233329,0.970362094,0.209188217,0.088292522,0.060802763,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003456211,0.017490665,0.054779435,0.181259516,0.109175017,0.1167965,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.251136823,0.407626009,39,0
39,12830632,10,2716921,3.973783505,3.390511351,5.260276632,5.826832847,4.543032249,2,1.384347646,7,2,8.883521846,9,4.517527579,8.750634362,0.669679112,0.099875175,0.243677266,0.021747483,0.289192387,0.004882752,0,0,0.083528011,0.091656913,0.260514655,0.410926669,0.463271736,0.624546788,0.860884913,0.211950385,0.089629585,0.0652357,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.0025128,0.079625509,0.071405141,0.134588882,0.235045687,0.237561446,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.217746629,0.538576106,40,0
40,12830632,10,2716921,3.798681259,3.044485127,3.823738232,4.024238734,4.503184688,2,5.066208282,7,2,7.085323014,9,5.898545876,9.8563607,0.508755214,0.061262174,0.33421479,0.01198254,0.221738873,0.011386371,0,0,0.06261213,0.100478874,0.209805664,0.361935621,0.527025559,0.696087147,0.980331747,0.223415374,0.099640064,0.071933987,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005701671,0.047704266,0.077322127,0.110465422,0.27085884,0.170253738,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.195594426,0.470190784,41,0
41,12830632,10,2716921,3.417270952,3.32269088,5.572532528,4.834066945,4.93635912,2,2.607418873,7,2,9.239553477,9,4.942703072,9.48754083,0.658863098,0.092887477,0.254427111,0.020860253,0.018288052,0.015561549,0,0,0.079472221,0.130512396,0.312562357,0.447895935,0.46527815,0.629294496,0.91280012,0.191493702,0.070004837,0.081018354,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.00305516,0.060508216,0.091659679,0.131676757,0.284751656,0.137323091,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.224575517,0.520997372,42,0
42,12830632,10,2716921,4.009009367,2.586280275,5.705552479,4.17978749,5.99038452,2,5.490083827,7,2,8.646089371,9,4.203016209,9.604678369,0.573225232,0.061995447,0.201305394,0.016454935,0.17057766,0.01181046,0,0,0.07075978,0.117178934,0.284207626,0.341532169,0.564740184,0.650927241,0.911518334,0.219515075,0.078415222,0.070830931,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009363756,0.040126528,0.067336833,0.120582014,0.230616572,0.115441287,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.265421677,0.533272929,43,0
43,12830632,10,2716921,4.287618681,3.46028392,3.790900264,5.850995762,4.587255056,2,3.751210501,7,2,9.177846108,9,5.57857544,8.683146185,0.625021038,0.07566263,0.30666989,0.021429142,0.023121713,0.009386489,0,0,0.074407646,0.113320033,0.213579694,0.335829563,0.461407985,0.781943524,0.80773008,0.221980196,0.108788616,0.086856093,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008928304,0.023647141,0.063036767,0.174700055,0.165415006,0.166423771,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.283219633,0.410110477,44,0
44,12830632,10,2716921,4.209529295,2.424277937,3.515202847,4.465916398,4.757423853,2,2.091286094,7,2,8.767119374,9,5.657866245,9.309140887,0.63512561,0.08534077,0.225388705,0.028291506,0.018901264,0.004020957,0,0,0.069144817,0.135826766,0.219242656,0.426830022,0.520088461,0.775784598,0.91309844,0.190178801,0.092779901,0.087729015,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.005909478,0.039453245,0.08784852,0.157971443,0.164883132,0.175579926,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.33151219,0.443099106,45,0
45,12830632,10,2716921,3.819006201,3.333027846,5.864332104,5.318446628,5.85579304,2,5.815378777,7,2,8.351038299,9,5.765658442,9.339156047,0.540655284,0.06780358,0.344586496,0.018750662,0.26176393,0.01040056,0,0,0.060592848,0.09175374,0.195198963,0.43014384,0.454684526,0.637392586,0.827555796,0.191734047,0.079499688,0.071258251,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004151182,0.013398001,0.066130136,0.176434419,0.28548981,0.259441065,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.27654383,0.378869673,46,0
46,12830632,10,2716921,4.495242477,2.59969389,5.896884439,5.679827194,4.50448878,2,2.879498268,7,2,7.622931109,9,5.760359187,9.545268189,0.538348061,0.065811738,0.267617332,0.027614831,0.234121877,0.01587059,0,0,0.047573231,0.183886522,0.224120273,0.423180712,0.588540638,0.799526048,0.973022248,0.184211266,0.084304108,0.076162372,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006868802,0.02818981,0.090443734,0.187839606,0.241151167,0.311762227,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.419603426,0.312779242,47,0
47,12830632,10,2716921,3.410291764,2.969963565,4.786534681,4.289700352,4.30612409,2,1.635560402,7,2,8.653811856,9,5.479731363,9.686828447,0.695156473,0.078028887,0.275617087,0.018451807,0.256324462,0.006252969,0,0,0.060769757,0.124959466,0.310498916,0.353463956,0.500141433,0.70947091,0.969290664,0.192225702,0.099427595,0.078852285,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000901138,0.038549135,0.080529431,0.18843468,0.264778218,0.388424114,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.236474055,0.487908859,48,0
48,12830632,10,2716921,4.19206385,2.733237193,3.480608546,5.069300926,5.467544792,2,3.335032185,7,2,8.805570419,9,5.834094146,8.154346449,0.688926082,0.08035617,0.328204895,0.012021507,0.095856739,0.015995534,0,0,0.084045577,0.162687026,0.303901657,0.445801177,0.543046703,0.688068527,0.835388567,0.145691433,0.089383237,0.078566301,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003328781,0.02951914,0.064271273,0.118917253,0.201852508,0.32179578,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.149602783,0.522192322,49,0
49,12830632,10,2716921,4.339774739,2.434287265,3.608322292,4.365727119,4.209339517,2,3.75778623,7,2,9.311799968,9,5.27779615,9.620608506,0.665183489,0.096319386,0.257874419,0.021813591,0.25867551,0.002462918,0,0,0.048798949,0.090293034,0.271458608,0.330160546,0.472147671,0.665143671,0.807296831,0.169878945,0.081399026,0.07231702,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004693443,0.060067492,0.087521126,0.101908288,0.188722551,0.129558404,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.226471455,0.515654126,50,0
50,12830632,10,2716921,4.288447988,2.840259816,5.179468547,5.68903706,4.165461212,2,5.960956093,7,2,9.460592308,9,4.093433798,8.400910539,0.617585126,0.098940548,0.205268501,0.015250062,0.106365035,0.005010003,0,0,0.052484743,0.145485014,0.255388254,0.347585215,0.52259431,0.612788278,0.913694489,0.144268779,0.097099895,0.061779652,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.007458722,0.065804696,0.075745229,0.158119665,0.152740794,0.158790723,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.15413359,0.640597909,51,0
51,12830632,10,2716921,3.832318806,3.225893164,5.204358059,4.678609742,4.900643569,2,2.935949475,7,2,8.152752696,9,5.837338273,8.21836587,0.594852408,0.082553989,0.220163601,0.013651441,0.156728979,0.015911187,0,0,0.045666132,0.122491766,0.245840518,0.412080381,0.542200061,0.658298403,0.833983743,0.133255637,0.070032846,0.060676539,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004604189,0.056427882,0.06737215,0.166186428,0.149160137,0.346268869,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.165363792,0.614472608,52,0
52,12830632,10,2716921,4.079000632,2.907496451,5.155752089,4.502630314,4.532979631,2,5.307488479,7,2,8.200721262,9,4.760470396,9.116515849,0.679485606,0.095371102,0.233118911,0.029498357,0.200067956,0.001546995,0,0,0.086571752,0.091435387,0.245146667,0.333736989,0.461396175,0.799601906,0.839885865,0.221832417,0.093098836,0.070526032,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.001469202,0.051130886,0.067066614,0.195402972,0.225007023,0.26891464,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.309300785,0.457580304,53,0
53,12830632,10,2716921,4.415869926,3.363766805,3.377899749,5.707826378,5.430648056,2,2.469431937,7,2,8.636657345,9,4.769802448,8.193904774,0.523652546,0.080547949,0.258894385,0.011148361,0.055938646,0.009942694,0,0,0.076292424,0.091152142,0.219373335,0.392679379,0.502725472,0.651915549,0.84938341,0.181927592,0.076597859,0.050640556,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004359644,0.023198432,0.064800507,0.142297738,0.119424852,0.23379936,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.138406516,0.602699098,54,0
54,12830632,10,2716921,3.477735396,3.478417328,5.789509801,5.19166872,5.760825942,2,1.511989132,7,2,7.166360426,9,5.783487905,8.754877753,0.67016564,0.092017134,0.340296638,0.027057102,0.277878131,0.006116957,0,0,0.029052166,0.145558986,0.193438703,0.448780622,0.477312334,0.694775056,0.81689297,0.174982234,0.088938982,0.050891209,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009657736,0.051334159,0.088243214,0.168627098,0.18737579,0.248745552,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.294044171,0.365659191,55,0
55,12830632,10,2716921,3.860568055,2.94351638,5.14922987,5.904767333,4.483462054,2,5.883706715,7,2,8.838814239,9,4.807518552,8.169770589,0.586071183,0.068119278,0.270745731,0.011453341,0.216549777,0.005647898,0,0,0.08887982,0.168592855,0.217931961,0.407358192,0.454836821,0.707528896,0.877055906,0.212883532,0.089835863,0.069595758,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000847676,0.04935596,0.079860758,0.171091244,0.195773412,0.180893062,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.168136552,0.561117716,56,0
56,12830632,10,2716921,3.629603247,3.41312358,3.370922382,4.83618069,5.609812099,2,2.818331891,7,2,8.873426537,9,5.336493411,9.77795497,0.506525131,0.099141295,0.324016443,0.018349972,0.205913232,0.007745065,0,0,0.089385612,0.146129871,0.245349276,0.41768965,0.583025088,0.735238171,0.855939716,0.21387263,0.094857726,0.055396443,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002847148,0.022819083,0.057635496,0.120321979,0.208929164,0.239589503,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.185089092,0.490894465,57,0
57,12830632,10,2716921,3.499901189,3.494198665,3.017921356,5.732365134,4.970723067,2,1.857790812,7,2,8.208746391,9,5.708387715,8.420720563,0.518399397,0.066002798,0.346221879,0.029042201,0.093879573,0.000591397,0,0,0.061096129,0.148376226,0.313990831,0.420999383,0.479307648,0.610590834,0.936957597,0.177575242,0.103695316,0.085947016,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.000140879,0.042261976,0.058705424,0.198273827,0.161737856,0.359552483,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.440014686,0.213763435,58,0
58,12830632,10,2716921,4.362535527,3.429819335,3.391256769,5.219677134,5.925914267,2,2.480074315,7,2,8.035810868,9,5.406649111,9.217305221,0.509681998,0.099161976,0.247007259,0.022322473,0.092712921,0.002286025,0,0,0.084842095,0.120764021,0.206859782,0.381430902,0.505315263,0.668882039,0.946882575,0.180473544,0.073780718,0.066607913,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.002841433,0.056786996,0.067255681,0.123821287,0.140483178,0.318961622,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.225111213,0.527881528,59,0
59,12830632,10,2716921,4.161186134,2.684499932,5.527959853,4.301642102,4.396876909,2,5.611593844,7,2,8.791507474,9,4.962861726,8.540559175,0.672052037,0.08322634,0.242674307,0.018025135,0.220611081,0.001670859,0,0,0.084910661,0.157219604,0.218633481,0.418224454,0.473178739,0.78557862,0.822598385,0.157905147,0.112903743,0.06816771,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008432433,0.031483168,0.087186812,0.152630672,0.291316212,0.147273517,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.21657969,0.540746003,60,0
60,12830632,10,2716921,4.148285165,3.058562273,5.252097508,5.754985605,4.723847663,2,3.791664669,7,2,7.880430383,9,4.873150371,9.209504047,0.559377671,0.069263087,0.225311105,0.018542485,0.02338897,0.009700188,0,0,0.080368076,0.124277856,0.293759013,0.430321715,0.576307223,0.772434509,0.966453432,0.15321964,0.104703227,0.088066761,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.004590163,0.04737747,0.095154823,0.122939462,0.234865515,0.254067951,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.267710918,0.506977977,61,0
61,12830632,10,2716921,4.114503821,2.990664772,4.014776583,4.482020352,5.204687278,2,5.231009449,7,2,8.614208961,9,4.731146996,9.203469733,0.674942807,0.085591855,0.265632988,0.021545498,0.117279212,0.003166887,0,0,0.034621816,0.10995927,0.291911148,0.333524028,0.528633307,0.724356236,0.950665213,0.139879497,0.111133865,0.054534302,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.008105774,0.020234796,0.065397616,0.174934728,0.230507923,0.241626255,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.251723691,0.482643321,62,0
62,12830632,10,2716921,4.005505086,2.859119719,5.806474442,4.356153553,4.475513927,2,1.302356586,7,2,7.770798953,9,5.090422976,8.637625959,0.618144579,0.080219134,0.323880927,0.029114232,0.063541894,0.004080068,0,0,0.058768442,0.13940485,0.278556978,0.380349577,0.531237347,0.603715649,0.911516142,0.196063944,0.100536346,0.054881063,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.003234001,0.049122537,0.058078813,0.180089081,0.119406731,0.22651908,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.362933762,0.313185312,63,0
63,12830632,10,2716921,3.90194225,2.756229381,4.533075652,4.270433661,5.000557972,2,3.128548015,7,2,7.456127291,9,4.081754894,9.96228352,0.514259684,0.070433354,0.252306418,0.029178002,0.088396351,0.00040853,0,0,0.037595299,0.15021955,0.236710646,0.447141853,0.469992826,0.683321714,0.804471431,0.183625896,0.095550295,0.076800574,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.009115972,0.067350994,0.059473201,0.110860237,0.220530128,0.179503932,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.414263987,0.333429595,64,0
64,12830632,10,2716921,3.910754248,3.246695248,3.749077811,4.460238291,5.188152297,2,2.976174617,7,2,7.696543359,9,4.301709035,8.544901054,0.617139017,0.0671796,0.282461373,0.023434661,0.098153277,0.013117801,0,0,0.086105401,0.171121279,0.214070254,0.383593363,0.464960804,0.638593,0.911456767,0.139237993,0.107459996,0.082845617,1,1,0.075,0.087,0.062,115,140,0.113,0.087,171,191,0.087,232,0.006187913,0.020170093,0.084869308,0.195875637,0.120855046,0.171172261,0.12,0.25,1.143,58,516,0.17,2,2,0.675621658,1,10,2716911,6e-08,1/1/2020,71,76,80,242,250,257,264,271,274,66,73,80,87,94,108,152,91,121,152,74,105,121,152,182,242,880,242,152,182,0.348835976,0.368702651,65,0
